report_id,timestamp,latitude,longitude,description,category,severity,image_path
R-2486,2026-09-05T08:44:00,12.948066,79.139953,"Water is bubbling up violently through splitting concrete near the bus depot, signaling a major underground main failure.",water_main_leak,82,images/burst_04.jpg
R-2487,2026-09-05T08:56:01,12.999041,79.174936,URGENT: Massive water main break on Johnston Road. Water is gushing fiercely from the asphalt and pooling deep in the driveways.,pipe_leak,90,images/burst_05.jpg
R-2488,2026-09-05T08:57:10,12.948005,79.140035,Pipe burst under the pavement on 25th Street. High pressure water is shooting straight up into the air and causing a flash flood.,pipe_leak,91,images/burst_02.jpg
R-2489,2026-09-05T08:57:42,12.949939,79.174899,The grass verge next to the sidewalk is super mushy and soaked. Water has been slowly weeping from the soil there for nearly forty eight hours.,pipe_leak,63,images/trickle_03.jpg
R-2490,2026-09-05T09:01:17,12.948008,79.139931,"Emergency crew needed ASAP at 3rd and Pine. Underground water line just blew apart, gushing water everywhere.",pipe_leak,84,images/burst_01.jpg
R-2491,2026-09-05T09:05:46,13.005106,79.16502,Hey the storm drain on Sunset Blvd is clogged with fast food bags. Dirty water is pooling near the bus shelter.,drain_blockage,68,images/drain_04.jpg
R-2492,2026-09-05T09:09:38,12.949968,79.174973,There is a small perpetual puddle right over the main utility line. It refuses to evaporate even in the sun and has been there since Sunday.,pipe_leak,64,images/trickle_04.jpg
R-2493,2026-09-05T09:15:17,12.955096,79.135173,The catch basin grate is sealed tight with wet mulch. Water is backing up and spilling onto private property.,drain_blockage,62,images/drain_03.jpg
R-2494,2026-09-05T09:18:07,12.948076,79.139972,Critical issue on Perry Ave where a water pipe gave way. Water is bursting through the road surface with high pressure and flooding fast.,pipe_leak,89,images/burst_06.jpg
R-2495,2026-09-05T09:18:44,12.948123,79.140013,Hey a water main just exploded on Mercer Street. Water is shooting out of the cracks in the asphalt and blocking traffic completely.,pipe_leak,87,images/burst_07.jpg
R-2496,2026-09-05T09:26:10,12.975097,79.155057,Water is pooling deep near the storm drain cover because someone left construction trash right on top of the grates.,drain_blockage,68,images/drain_06.jpg
R-2497,2026-09-05T09:28:05,12.947844,79.14001,"dude the blacktop just caved in where a heavy flow of water is bursting out from a broken main, flooding everything super fast.",water_main_leak,79,images/burst_08.jpg
R-2498,2026-09-05T09:30:21,12.94791,79.140114,Urgent dispatch needed for underground pipe failure on 16th Ave. Water is rushing out with tremendous force and flooding the intersection.,pipe_leak,81,images/burst_04.jpg
R-2499,2026-09-05T09:33:51,12.948074,79.139943,Severe water main rupture on Adams Road. Water is gushing out in a heavy stream and starting to submerge parked cars.,pipe_leak,78,images/burst_03.jpg
R-2500,2026-09-05T09:40:59,12.954226,79.179916,School crossing sign is completely obscured by overgrown ivy vines coming from the neighbor's fence.,normal_road,24,images/noise_04.jpg
R-2501,2026-09-05T09:45:30,12.995111,79.184979,There is raw sewage leaking from the storm drain on 12th street. The air quality here is foul right now.,sewer_overflow,62,images/drain_01.jpg
R-2502,2026-09-05T09:49:05,12.948163,79.139935,Critical emergency: Major water line breach creating a powerful fountain that is breaking up the pavement and flooding nearby lawns.,water_main_leak,89,images/burst_08.jpg
R-2503,2026-09-05T09:50:51,12.94801,79.139968,Emergency alert: water pipe blew underneath the street on 20th St. Gushing water is pooling rapidly and creating a dangerous driving hazard.,pipe_leak,77,images/burst_03.jpg
R-2504,2026-09-05T09:51:42,12.948182,79.139961,"Subterranean pipe fracture on 2nd Street, heavy flows of water are rushing across the asphalt and destroying the road integrity.",water_main_leak,81,images/burst_05.jpg
R-2505,2026-09-05T10:02:07,12.947899,79.139984,"hey u gotta call the city right now, a main broke and its shooting water like a crazy fountain while the pavement cracks.",water_main_leak,90,images/burst_04.jpg
R-2506,2026-09-05T10:03:10,12.995105,79.18524,Overflowing sewer junction is dumping murky black liquid onto the asphalt. Fix this immediately please.,sewer_overflow,72,images/drain_01.jpg
R-2507,2026-09-05T10:05:57,12.975031,79.15473,Nasty brown wastewater backing up out of the street grate and stinking up the whole neighborhood.,sewer_overflow,53,images/drain_06.jpg
R-2508,2026-09-05T10:12:17,12.948087,79.139927,Major underground leak on Webster Ave turned into a full burst. Water is blasting out of the ground with intense pressure.,pipe_leak,89,images/burst_06.jpg
R-2509,2026-09-05T10:36:26,12.950121,79.174999,A slow underground leak is making the street edge slippery. The damp patch has been visible for a full day and a half with clear skies.,pipe_leak,53,images/trickle_05.jpg
R-2510,2026-09-05T10:37:55,12.948182,79.140139,Emergency alert: Catastrophic underground pipe failure sending pressurized water skyward while the concrete roadway shatters.,water_main_leak,84,images/burst_06.jpg
R-2511,2026-09-05T10:52:57,12.947952,79.140068,CRITICAL: Water main cracked wide open on 12th Avenue. Water is shooting through the blacktop like a broken fire hydrant.,pipe_leak,84,images/burst_04.jpg
R-2512,2026-09-05T11:00:49,12.947983,79.13979,Urgent situation on Monroe Street. A water pipe exploded underground and water is gushing out rapidly across the entire block.,pipe_leak,81,images/burst_05.jpg
R-2513,2026-09-05T11:07:34,12.948065,79.140004,"A massive water main has ruptured beneath the avenue, sending torrential streams across all lanes and cracking the surface wide open.",water_main_leak,85,images/burst_06.jpg
R-2514,2026-09-05T11:09:09,13.003981,79.173569,Crumbled sidewalk corner near the pizza parlor leaves a gaping dirt hole right where pedestrians step off.,normal_road,15,images/noise_01.jpg
R-2515,2026-09-05T11:10:06,12.962391,79.133774,Slick oily residue spread across the turning lane on 22nd street causing bikes to lose traction.,normal_road,17,images/noise_03.jpg
R-2516,2026-09-05T11:18:46,12.964975,79.149962,Water keeps seeping through the pavement joints near my fence. It forms a minor puddle that stays filled overnight and all through the afternoon.,pipe_leak,53,images/trickle_02.jpg
R-2517,2026-09-05T11:23:43,12.989977,79.159956,The shoulder of the road has a continuous wet spot that wont dry. It has been trickling slowly since yesterday morning with zero precipitation.,pipe_leak,48,images/trickle_03.jpg
R-2518,2026-09-05T11:25:27,13.005305,79.158378,Pair of nasty ruts in the dirt shoulder on rural route 4 that are getting wider after every rainstorm.,normal_road,13,images/noise_05.jpg
R-2519,2026-09-05T11:28:56,12.955188,79.135083,Manhole is overflowing with foul-smelling black sludge right where kids wait for the school bus.,sewer_overflow,67,images/drain_04.jpg
R-2520,2026-09-05T11:39:34,12.947974,79.140138,omg a pipe totally blew open right in front of the store and water is shooting out like a geyser while the street cracks.,water_main_leak,88,images/burst_06.jpg
R-2521,2026-09-05T11:39:56,12.964981,79.150012,A tiny constant trickle is coming up from beneath the street. The resulting puddle has been sitting there for two full days without any rain.,pipe_leak,57,images/trickle_05.jpg
R-2522,2026-09-05T11:40:03,12.975225,79.155024,Disgusting filthy water is gushing from the sewer cap onto the curb. Unbearable stench.,sewer_overflow,58,images/drain_04.jpg
R-2523,2026-09-05T11:57:59,12.994928,79.184993,The drain is backing up with dark contaminated waste water and spilling across the street.,sewer_overflow,64,images/drain_03.jpg
R-2524,2026-09-05T12:04:06,12.976118,79.168091,Streetlight fixture is dangling from the wire by the alley behind the pharmacy and sparking a bit.,normal_road,14,images/noise_03.jpg
R-2525,2026-09-05T12:06:59,12.99326,79.152095,Pile of discarded tires and old car bumpers left behind the municipal storage fence.,normal_road,16,images/noise_06.jpg
R-2526,2026-09-05T12:16:01,12.948052,79.139993,Immediate dispatch needed: Severe water main break producing an unchecked flow that is actively tearing up the asphalt.,water_main_leak,96,images/burst_04.jpg
R-2527,2026-09-05T12:18:29,12.950047,79.175,The soil around the metal meter box is completely saturated. Water has been slowly leaking out of the earth for more than a day now.,pipe_leak,41,images/trickle_03.jpg
R-2528,2026-09-05T12:20:52,12.948098,79.14002,"Help, a water main blew out on 27th St. High pressure water is shooting out of the asphalt and flooding the local storefronts.",pipe_leak,82,images/burst_02.jpg
R-2529,2026-09-05T12:27:00,13.006726,79.181791,Scruffy terrier running back and forth across the intersection of 10th and Park nearly causing wrecks.,normal_road,14,images/noise_06.jpg
R-2530,2026-09-05T12:32:59,13.004982,79.165073,Clogged storm drain on Magnolia St. The grates are packed with silt and water is backing up onto the pavement.,drain_blockage,59,images/drain_06.jpg
R-2531,2026-09-05T12:37:29,12.947851,79.140129,"Water is gushing out of a massive split in the road surface on 22nd Avenue, forming a deep pool that blocks traffic.",water_main_leak,78,images/burst_02.jpg
R-2532,2026-09-05T12:39:18,12.965014,79.149936,A soft soggy patch has formed right beside our garden wall. Water has been gently weeping from the ground since Saturday night.,pipe_leak,52,images/trickle_06.jpg
R-2533,2026-09-05T12:44:38,12.977915,79.177652,Do not enter sign is completely bent backwards after getting clipped by a delivery truck.,normal_road,16,images/noise_03.jpg
R-2534,2026-09-05T12:50:00,12.947912,79.140131,"bro there is a massive leak by the park, water is bubbling up super fast and the pavement is totally cracking apart.",water_main_leak,84,images/burst_07.jpg
R-2535,2026-09-05T12:52:36,12.980003,79.158744,Severe frost heave on the sidewalk blocks by the community garden gate needs flattening out.,normal_road,9,images/noise_03.jpg
R-2536,2026-09-05T13:02:25,12.954906,79.135064,Raw sewage is overflowing from the manhole near the library. It smells totally wretched out here.,sewer_overflow,77,images/drain_05.jpg
R-2537,2026-09-05T13:06:29,12.981979,79.145046,Critical water main breach resulting in a heavy gushing flow that is rapidly submerging the road and fracturing infrastructure.,water_main_leak,78,images/burst_01.jpg
R-2538,2026-09-05T13:09:40,12.982091,79.144818,Emergency at the corner of 8th and Main: underground water pipe just burst. Water is blasting out of the road surface with extreme force.,pipe_leak,75,images/burst_04.jpg
R-2539,2026-09-05T13:13:01,12.965171,79.150015,The asphalt by the pedestrian crossing is always wet lately. A tiny trickle has been coming up from underneath for the past two days.,pipe_leak,53,images/trickle_04.jpg
R-2540,2026-09-05T13:18:06,12.947986,79.139876,Severe underground pipe break unleashing a massive water fountain that is tearing up the tarmac and flooding the whole area.,water_main_leak,90,images/burst_01.jpg
R-2541,2026-09-05T13:21:05,12.98489,79.169808,Puzzling damp patch on the asphalt near the public bench on Maple avenue that smells slightly swampy.,normal_road,18,images/noise_03.jpg
R-2542,2026-09-05T13:24:17,12.982053,79.144774,"A primary water line just gave way beneath the intersection, sending a blinding spray of water over twenty feet into the air.",water_main_leak,81,images/burst_07.jpg
R-2543,2026-09-05T13:27:21,13.004979,79.164806,Black wastewater is bubbling up through the pavement manhole and running down into the gutter.,sewer_overflow,75,images/drain_02.jpg
R-2544,2026-09-05T13:28:50,12.942768,79.139744,Deep pothole hidden under fallen leaves right on the curve of Highland terrace.,normal_road,12,images/noise_04.jpg
R-2545,2026-09-05T13:30:13,13.00357,79.18205,Entire decorative streetlamp post is leaning at a 45 degree angle after someone crashed into it last night.,normal_road,15,images/noise_01.jpg
R-2546,2026-09-05T13:31:07,12.989976,79.159923,There is a minor continuous leak running into the storm drain. It has been trickling at the exact same slow pace since yesterday morning.,pipe_leak,49,images/trickle_01.jpg
R-2547,2026-09-05T13:42:10,12.989951,79.15993,The dirt patch around the fire hydrant is completely muddy. It has been holding standing water since Sunday without any storms.,pipe_leak,63,images/trickle_01.jpg
R-2548,2026-09-05T13:48:11,12.947965,79.140278,yo someone messed up cuz a giant pipe broke under the road and water is shooting straight up like a crazy fountain.,water_main_leak,87,images/burst_08.jpg
R-2549,2026-09-05T13:49:55,13.00495,79.165045,There's a terrible sewer backup on my street with dirty water pooling near every driveway.,sewer_overflow,65,images/drain_02.jpg
R-2550,2026-09-05T13:50:20,12.964965,79.15008,A thin sheet of water is creeping across the pathway. It started yesterday and has been flowing constantly despite the bone dry weather.,pipe_leak,47,images/trickle_05.jpg
R-2551,2026-09-05T13:52:49,12.947859,79.140135,"Urgent hazard: Substantial underground pipe rupture flooding the avenue with a heavy, uncontained flow that is cracking the asphalt.",water_main_leak,84,images/burst_08.jpg
R-2552,2026-09-05T13:53:30,12.94791,79.14,"Water is bubbling up furiously through huge cracks in the concrete on Broadway, creating an instant lake and blocking all traffic.",water_main_leak,90,images/burst_01.jpg
R-2553,2026-09-05T13:58:40,12.965129,79.149988,The ground near the utility pole is squishy and soaked. A slow underground leak has been pooling there since Saturday afternoon.,pipe_leak,48,images/trickle_02.jpg
R-2554,2026-09-05T14:01:17,12.987505,79.16561,"Pavement is damp following the storm activity, with occasional water spray from fast drivers.",wet_road,25,images/wetroad_01.jpg
R-2555,2026-09-05T14:01:45,12.972702,79.175364,Slow drainage means water is just sitting in massive puddles across the road following the heavy thunderstorm.,waterlogging,24,images/waterlog_04.jpg
R-2556,2026-09-05T14:01:53,12.975811,79.181877,Residual dampness on the roadway from the rain makes the surface look dark and reflective.,wet_road,34,images/wetroad_03.jpg
R-2557,2026-09-05T14:03:13,12.997327,79.160668,"The street feels a bit damp after the recent precipitation, though traction seems totally normal.",wet_road,31,images/wetroad_02.jpg
R-2558,2026-09-05T14:03:36,12.982031,79.14491,omg the street literally just exploded open cuz a massive water pipe broke and its gushing everywhere super fast.,water_main_leak,91,images/burst_03.jpg
R-2559,2026-09-05T14:05:11,12.984037,79.177659,Passing vehicles are creating a mild mist and splash from the damp patches left by the rain.,wet_road,30,images/wetroad_03.jpg
R-2560,2026-09-05T14:07:34,12.985614,79.157868,"Street flooded from storm runoff, and the heavy rain has created a swampy mess right outside the school gates.",waterlogging,38,images/waterlog_06.jpg
R-2561,2026-09-05T14:08:55,12.975662,79.165167,Standing puddles across the lane are splashing pedestrians on the sidewalk because the heavy rain overwhelmed the sewers.,waterlogging,30,images/waterlog_07.jpg
R-2562,2026-09-05T14:09:01,12.954949,79.134936,Manhole cover is lifted and foul murky water is pouring out onto the road. Extreme odor.,sewer_overflow,63,images/drain_02.jpg
R-2563,2026-09-05T14:09:15,12.98961,79.17671,"Road surface is damp from the passing weather, throwing up some spray behind the tires.",wet_road,36,images/wetroad_02.jpg
R-2564,2026-09-05T14:12:12,12.999729,79.16157,"A little bit of water accumulation on the asphalt from the rain, causing minor splashing.",wet_road,25,images/wetroad_01.jpg
R-2565,2026-09-05T14:12:14,12.999287,79.180171,Massive pile of cardboard boxes left stacked illegally next to the recycling corral behind the strip mall.,normal_road,16,images/noise_04.jpg
R-2566,2026-09-05T14:12:26,12.987826,79.175757,"The road is slightly greasy and damp from the recent rain, just normal wet conditions.",wet_road,43,images/wetroad_03.jpg
R-2567,2026-09-05T14:12:33,12.982033,79.184589,The heavy rain left behind stubborn stagnant rainwater that refuses to enter the clogged storm drains.,waterlogging,23,images/waterlog_05.jpg
R-2568,2026-09-05T14:12:58,12.964996,79.150029,Water is slowly seeping out from under the curb and pooling in the street. It has been doing this for over twenty four hours with no rain.,pipe_leak,42,images/trickle_01.jpg
R-2569,2026-09-05T14:13:08,12.982473,79.180993,Street flooded from storm downpours and water is spilling over the curb because of terrible slow drainage.,waterlogging,32,images/waterlog_06.jpg
R-2570,2026-09-05T14:13:27,12.978634,79.165615,"Damp street conditions resulting from the morning weather, cars are making a splashing sound.",wet_road,41,images/wetroad_01.jpg
R-2571,2026-09-05T14:13:30,12.98708,79.185365,"The pavement is still damp after the rain cleared up, generating slight spray from traffic.",wet_road,32,images/wetroad_03.jpg
R-2572,2026-09-05T14:16:34,12.981654,79.145123,Critical infrastructure failure: Major water main collapse unleashing a high-pressure torrent that is actively tearing the roadway apart.,water_main_leak,83,images/burst_05.jpg
R-2573,2026-09-05T14:19:30,12.960505,79.176416,Slow drainage is trapping commuters as large standing puddles cover the entire lane after the heavy rain.,waterlogging,43,images/waterlog_04.jpg
R-2574,2026-09-05T14:19:44,12.978069,79.173389,Stagnant rainwater is pooling deeply in the middle of the block due to the heavy rain and blocked grates.,waterlogging,42,images/waterlog_08.jpg
R-2575,2026-09-05T14:19:52,12.9819,79.145075,"URGENT: Severe water line failure on Jackson Boulevard. Water is gushing furiously from a split in the street, causing rapid flooding.",pipe_leak,76,images/burst_05.jpg
R-2576,2026-09-05T14:22:44,12.981545,79.165417,"Just some light moisture on the road surface due to the rain, nothing dangerous at all.",wet_road,25,images/wetroad_04.jpg
R-2577,2026-09-05T14:23:21,12.949973,79.175026,The pavement in front of the bakery has a damp circle that never goes away. It has been weeping water slowly for almost two days.,pipe_leak,52,images/trickle_02.jpg
R-2578,2026-09-05T14:25:36,12.954872,79.134854,The drain is blocked by a massive pile of wet leaves. Standing water is pooling right in front of the storefront.,drain_blockage,65,images/drain_03.jpg
R-2579,2026-09-05T14:28:19,12.944944,79.144915,Blocked storm drain grates on 7th Street are causing filthy water to back up and flood the gutter completely.,drain_blockage,65,images/drain_04.jpg
R-2580,2026-09-05T14:29:27,12.965117,79.181363,Traffic is splashing through the damp road spots left behind by the recent rain shower.,wet_road,42,images/wetroad_04.jpg
R-2581,2026-09-05T14:29:37,12.967562,79.184821,Street flooded from storm overflow and the heavy rain left a massive sheet of water across both lanes.,waterlogging,29,images/waterlog_02.jpg
R-2582,2026-09-05T14:31:45,12.966089,79.174495,"The asphalt is a bit damp from the recent weather pattern, causing minor tire spray.",wet_road,44,images/wetroad_01.jpg
R-2583,2026-09-05T14:33:23,12.970185,79.187516,Nervous looking stray cat hiding underneath the bleachers near the high school track.,normal_road,13,images/noise_04.jpg
R-2584,2026-09-05T14:34:09,12.989923,79.160007,A weird little stream of water is trickling down the edge of the road. Looks like a slow pipe leak that began sometime over the weekend.,pipe_leak,49,images/trickle_05.jpg
R-2585,2026-09-05T14:34:14,12.983039,79.1693,"The pavement is holding onto some damp spots after the recent rain, nothing too slick though.",wet_road,23,images/wetroad_04.jpg
R-2586,2026-09-05T14:34:24,12.97821,79.187334,Passing cars are kicking up fine mist from the wet road surface left by the storm.,wet_road,34,images/wetroad_01.jpg
R-2587,2026-09-05T14:35:11,12.981977,79.144979,"Emergency on 14th Street! A major underground water pipe just burst, and water is shooting straight up through the pavement like a geyser.",pipe_leak,76,images/burst_05.jpg
R-2588,2026-09-05T14:35:48,12.982057,79.144844,URGENT: Water main blew open on Washington Ave. Extreme pressure is causing water to gush out of the asphalt and flood the entire block.,pipe_leak,78,images/burst_08.jpg
R-2589,2026-09-05T14:37:20,12.982126,79.145176,A severe subterranean pipe fracture near the library is causing thick streams of water to rush across the lanes and wash away the ground.,water_main_leak,91,images/burst_05.jpg
R-2590,2026-09-05T14:37:28,12.965083,79.17645,"Just a bit of residual dampness on the street from the rain earlier, causing mild tire spray.",wet_road,27,images/wetroad_03.jpg
R-2591,2026-09-05T14:37:36,12.981814,79.144964,Help! An underground water line snapped on 21st St. Water is blasting out with incredible force and turning the intersection into a lake.,pipe_leak,76,images/burst_08.jpg
R-2592,2026-09-05T14:38:10,12.985458,79.18182,"The blacktop looks dark and damp from the afternoon rain, with light splashing from traffic.",wet_road,39,images/wetroad_01.jpg
R-2593,2026-09-05T14:38:31,12.981883,79.145116,dude a water main totally busted right outside my window and water is shooting up so high while the blacktop shatters.,water_main_leak,80,images/burst_04.jpg
R-2594,2026-09-05T14:39:11,12.982211,79.144874,Emergency response needed immediately: Massive water line breach producing a violent geyser that is fragmenting the pavement.,water_main_leak,82,images/burst_08.jpg
R-2595,2026-09-05T14:39:19,12.965028,79.149991,The grassy median is totally waterlogged and squishy when stepped on. It has been oozing water steadily since Sunday morning.,pipe_leak,44,images/trickle_05.jpg
R-2596,2026-09-05T14:41:55,12.981953,79.145073,"Water is gushing from deep fissures in the street surface on 8th Street, rapidly flooding cars and eroding the foundation.",water_main_leak,80,images/burst_04.jpg
R-2597,2026-09-05T14:42:47,12.989249,79.178262,Standing puddles across the lane are creating a major hazard for delivery riders after the heavy rainfall.,waterlogging,44,images/waterlog_03.jpg
R-2598,2026-09-05T14:42:56,12.981988,79.145292,man a huge pipe broke under the asphalt by the bridge and water is bubbling up like crazy while the whole road buckles.,water_main_leak,84,images/burst_07.jpg
R-2599,2026-09-05T14:43:57,12.98837,79.165513,"The heavy storm dumped too much water, and slow drainage is keeping the street flooded near the corner store.",waterlogging,44,images/waterlog_03.jpg
R-2600,2026-09-05T14:46:01,12.977602,79.183309,"Roads are slightly damp due to the recent weather, making tires swish a bit as cars pass.",wet_road,27,images/wetroad_03.jpg
R-2601,2026-09-05T14:46:28,12.981731,79.176694,Stagnant rainwater is covering the entire turning circle because the heavy rain overloaded the local drainage network.,waterlogging,43,images/waterlog_02.jpg
R-2602,2026-09-05T14:47:27,12.964312,79.178695,"Street flooded from storm runoff, leaving standing puddles across the lane that take hours to clear after heavy rain.",waterlogging,42,images/waterlog_03.jpg
R-2603,2026-09-05T14:47:47,12.98246,79.160371,"Some damp patches remaining on the lane after the rain stopped, traffic is moving fine.",wet_road,37,images/wetroad_03.jpg
R-2604,2026-09-05T14:47:59,12.994753,79.167595,Slow drainage after the heavy rain has turned our lane into a muddy pond with stagnant water everywhere.,waterlogging,42,images/waterlog_03.jpg
R-2605,2026-09-05T14:48:38,12.981511,79.159947,"The road surface is a bit slick and damp from the drizzle, just taking it easy on the turns.",wet_road,44,images/wetroad_04.jpg
R-2606,2026-09-05T14:49:11,12.961145,79.17684,Passing vehicles are throwing up light surface water from the rain we had a while ago.,wet_road,30,images/wetroad_01.jpg
R-2607,2026-09-05T14:49:42,12.99503,79.185137,Gross sewage water is flooding the sidewalk from an overflowing drainage grate near the plaza.,sewer_overflow,66,images/drain_05.jpg
R-2608,2026-09-05T14:50:30,12.965755,79.169171,"The street is still drying from the rain, resulting in minor splashing from fast drivers.",wet_road,29,images/wetroad_03.jpg
R-2609,2026-09-05T14:51:51,12.969332,79.169606,Street flooded from storm runoff and the heavy rain left the gutters completely clogged with debris.,waterlogging,30,images/waterlog_01.jpg
R-2610,2026-09-05T14:52:25,12.979299,79.19,Stagnant rainwater is sitting in huge circles around the tree pits because of yesterday's heavy rainfall.,waterlogging,42,images/waterlog_06.jpg
R-2611,2026-09-05T14:59:33,12.995401,79.164618,Slow drainage means murky water is lingering across the entire lane following the severe storm.,waterlogging,23,images/waterlog_01.jpg
R-2612,2026-09-05T15:00:12,12.983821,79.189665,"Just reporting some damp tarmac following the weather system, completely normal driving conditions.",wet_road,34,images/wetroad_01.jpg
R-2613,2026-09-05T15:00:27,12.981913,79.144921,CRITICAL EMERGENCY: Water pipe ruptured under the blacktop on Lincoln Road. Gushing water is flooding the street at a terrifying speed.,pipe_leak,76,images/burst_03.jpg
R-2614,2026-09-05T15:01:20,12.990394,79.17676,Standing puddles across the lane are splashing anyone waiting at the bus stop after the heavy rain.,waterlogging,42,images/waterlog_04.jpg
R-2615,2026-09-05T15:01:45,12.994367,79.171743,Street flooded from storm water overflow and the heavy rain made the whole block look like a lake.,waterlogging,36,images/waterlog_02.jpg
R-2616,2026-09-05T15:02:06,12.945032,79.144845,"Dark sludge and wastewater are backing up from the street sewer, creating a major slip hazard and stench.",sewer_overflow,64,images/drain_04.jpg
R-2617,2026-09-05T15:02:39,12.977025,79.188109,"The heavy rain caused terrible slow drainage, leaving the street flooded near the community center.",waterlogging,32,images/waterlog_07.jpg
R-2618,2026-09-05T15:02:43,13.001952,79.166457,"The pavement has a thin layer of moisture from the recent rain, causing slight tire spray.",wet_road,28,images/wetroad_01.jpg
R-2619,2026-09-05T15:03:00,12.941317,79.144544,Terrible sinkhole starting to cave in right in the middle of the bus stop zone on Elm street.,normal_road,24,images/noise_05.jpg
R-2620,2026-09-05T15:03:46,12.968246,79.165693,Stagnant rainwater has filled the low spots on the pavement since the heavy storm ended this morning.,waterlogging,43,images/waterlog_07.jpg
R-2621,2026-09-05T15:04:04,12.976029,79.189156,"Streets are somewhat damp due to the morning rain shower, with gentle splashing from cars.",wet_road,32,images/wetroad_04.jpg
R-2622,2026-09-05T15:04:25,12.990581,79.18002,"The asphalt feels a bit damp and reflective after the storm cleared, everything looks fine.",wet_road,26,images/wetroad_02.jpg
R-2623,2026-09-05T15:04:38,12.97687,79.177081,Standing puddles across the lane are trapping pedestrians on the corner after the heavy downpour.,waterlogging,33,images/waterlog_01.jpg
R-2624,2026-09-05T15:07:14,12.975625,79.181248,Street flooded from storm backup and the heavy rain left cars stalled in the middle of the road.,waterlogging,34,images/waterlog_02.jpg
R-2625,2026-09-05T15:09:29,12.985401,79.17206,Cars driving by are kicking up small amounts of water from the damp road left by the rain.,wet_road,22,images/wetroad_03.jpg
R-2626,2026-09-05T15:13:39,12.981944,79.189551,Slow drainage is keeping water pooled across the tarmac long after the heavy rain passed over.,waterlogging,31,images/waterlog_01.jpg
R-2627,2026-09-05T15:14:12,12.981161,79.173831,"Minor dampness on the roadway resulting from the weather, creating a light mist behind vehicles.",wet_road,32,images/wetroad_03.jpg
R-2628,2026-09-05T15:14:23,12.967018,79.181512,Lightbulb on the second pole down from the community pool keeps flickering on and off constantly.,normal_road,16,images/noise_06.jpg
R-2629,2026-09-05T15:14:40,12.993296,79.162725,Stagnant rainwater is covering the parking spaces because the heavy rain overwhelmed the local drains.,waterlogging,31,images/waterlog_06.jpg
R-2630,2026-09-05T15:14:45,12.984694,79.173316,Street flooded from storm surges and the heavy rain created a massive hazard for evening commuters.,waterlogging,44,images/waterlog_01.jpg
R-2631,2026-09-05T15:17:38,12.949935,79.174845,A small puddle by the signpost has stayed the exact same size for two days. No rain lately so it must be a cracked pipe underneath.,pipe_leak,65,images/trickle_06.jpg
R-2632,2026-09-05T15:19:13,12.983428,79.185857,"The road is slightly wet from the passing rain cloud, leading to minor splashing from traffic.",wet_road,37,images/wetroad_03.jpg
R-2633,2026-09-05T15:20:56,12.964412,79.175314,"Just some light moisture on the asphalt due to the recent rain, no real hazards out here.",wet_road,36,images/wetroad_03.jpg
R-2634,2026-09-05T15:21:40,12.981925,79.145154,High-priority alert: Catastrophic underground main failure generating an overwhelming torrent that is destroying the tarmac.,water_main_leak,76,images/burst_05.jpg
R-2635,2026-09-05T15:22:05,12.990203,79.161315,"The street surface is damp and shiny from the rain, with cars throwing up soft spray.",wet_road,27,images/wetroad_04.jpg
R-2636,2026-09-05T15:24:17,12.987986,79.163069,"Residual damp patches on the highway from the rain shower, traffic is flowing smoothly.",wet_road,26,images/wetroad_04.jpg
R-2637,2026-09-05T15:24:26,12.968976,79.183773,Standing puddles across the lane are hiding deep ruts in the asphalt following the heavy rainstorm.,waterlogging,38,images/waterlog_06.jpg
R-2638,2026-09-05T15:26:09,12.982067,79.145148,Yo a water main just exploded underneath the road by the gas station on 33rd. Water is surging out of a huge crack with massive pressure.,pipe_leak,78,images/burst_06.jpg
R-2639,2026-09-05T15:29:20,12.971811,79.167291,"The pavement is damp following today's weather, resulting in quiet splashing from tires.",wet_road,39,images/wetroad_01.jpg
R-2640,2026-09-05T15:29:41,12.970801,79.18291,Passing auto traffic is creating a light spray from the damp road spots left by the rain.,wet_road,33,images/wetroad_01.jpg
R-2641,2026-09-05T15:32:00,12.99598,79.181396,"The heavy rain overloaded the sewers, and now stagnant rainwater is backing up into the street.",waterlogging,40,images/waterlog_06.jpg
R-2642,2026-09-05T15:32:43,12.992455,79.178785,"The road is a bit slick and damp from the precipitation, just standard wet weather stuff.",wet_road,29,images/wetroad_04.jpg
R-2643,2026-09-05T15:33:08,12.984565,79.19,Slow drainage on the eastern avenue has left the street flooded with water since the heavy rain.,waterlogging,28,images/waterlog_05.jpg
R-2644,2026-09-05T15:33:09,12.973783,79.182382,"Just a touch of dampness on the ground after the rain, cars are making a splashing sound.",wet_road,28,images/wetroad_01.jpg
R-2645,2026-09-05T15:33:34,12.982036,79.145036,"Urgent dispatch needed on Roosevelt Ave. Underground water pipe failed completely, sending water gushing across all lanes with high pressure.",pipe_leak,79,images/burst_04.jpg
R-2646,2026-09-05T15:34:19,12.959793,79.183651,"The blacktop is damp from the recent weather front, with occasional tire spray from vehicles.",wet_road,35,images/wetroad_04.jpg
R-2647,2026-09-05T15:35:44,12.981956,79.145197,Major blowout on 35th Street! Water is shooting through the road surface and flooding nearby properties instantly.,pipe_leak,82,images/burst_02.jpg
R-2648,2026-09-05T15:37:15,12.955155,79.135016,Drain cover is buried under trash bags. Water is backing up and creating a huge hazard for drivers turning the corner.,drain_blockage,66,images/drain_05.jpg
